 2.71227258e+06  4.09428401e+00  2.71227258e+06  7.44165509e+01 
 2.92864456e+06  3.41818250e+00  2.92864456e+06  7.31534503e+01 
 3.16227766e+06  2.74054516e+00  3.16227766e+06  7.17943693e+01 
 3.41454887e+06  2.06112865e+00  3.41454887e+06  7.03321380e+01 
 3.68694506e+06  1.37965308e+00  3.68694506e+06  6.87591888e+01 
 3.98107171e+06  6.95797290e-01  3.98107171e+06  6.70675621e+01 
 4.29866235e+06  9.19371041e-03  4.29866235e+06  6.52489223e+01 
 4.64158883e+06 -6.80577002e-01  4.64158883e+06  6.32945847e+01 
 5.01187234e+06 -1.37399154e+00  5.01187234e+06  6.11955579e+01 
 5.41169527e+06 -2.07158949e+00  5.41169527e+06  5.89426034e+01 
 5.84341413e+06 -2.77397865e+00  5.84341413e+06  5.65263170e+01 
 6.30957344e+06 -3.48183969e+00  6.30957344e+06  5.39372355e+01 
 6.81292069e+06 -4.19592982e+00  6.81292069e+06  5.11659731e+01 
 7.35642254e+06 -4.91708471e+00  7.35642254e+06  4.82033913e+01 
 7.94328235e+06 -5.64621814e+00  7.94328235e+06  4.50408056e+01 
 8.57695899e+06 -6.38431844e+00  8.57695899e+06  4.16702322e+01 
 9.26118728e+06 -7.13244073e+00  9.26118728e+06  3.80846752e+01 
 1.00000000e+07 -7.89169415e+00  1.00000000e+07  3.42784531e+01 
 1.07977516e+07 -8.66322290e+00  1.07977516e+07  3.02475600e+01 
 1.16591440e+07 -9.44818050e+00  1.16591440e+07  2.59900532e+01 
 1.25892541e+07 -1.02476966e+01  1.25892541e+07  2.15064535e+01 
 1.35935639e+07 -1.10628362e+01  1.35935639e+07  1.68001397e+01 
 1.46779927e+07 -1.18945528e+01  1.46779927e+07  1.18777134e+01 
 1.58489319e+07 -1.27436350e+01  1.58489319e+07  6.74930591e+00 
 1.71132830e+07 -1.36106509e+01  1.71132830e+07  1.42879565e+00 
 1.84784980e+07 -1.44958921e+01  1.84784980e+07 -4.06609506e+00 
 1.99526231e+07 -1.53993212e+01  1.99526231e+07 -9.71385372e+00 
 2.15443469e+07 -1.63205269e+01  2.15443469e+07 -1.54894043e+01 
 2.32630507e+07 -1.72586901e+01  2.32630507e+07 -2.13645199e+01 
 2.51188643e+07 -1.82125644e+01  2.51188643e+07 -2.73084208e+01 
 2.71227258e+07 -1.91804728e+01  2.71227258e+07 -3.32885425e+01 
 2.92864456e+07 -2.01603209e+01  2.92864456e+07 -3.92714406e+01 
 3.16227766e+07 -2.11496269e+01  3.16227766e+07 -4.52237868e+01 
 3.41454887e+07 -2.21455648e+01  3.41454887e+07 -5.11133943e+01 
 3.68694506e+07 -2.31450195e+01  3.68694506e+07 -5.69102095e+01 
 3.98107171e+07 -2.41446490e+01  3.98107171e+07 -6.25871999e+01 
 4.29866235e+07 -2.51409505e+01  4.29866235e+07 -6.81210807e+01 
 4.64158883e+07 -2.61303266e+01  4.64158883e+07 -7.34928307e+01 
 5.01187234e+07 -2.71091491e+01  5.01187234e+07 -7.86879701e+01 
 5.41169527e+07 -2.80738173e+01  5.41169527e+07 -8.36965895e+01 
 5.84341413e+07 -2.90208083e+01  5.84341413e+07 -8.85131455e+01 
 6.30957344e+07 -2.99467212e+01  6.30957344e+07 -9.31360523e+01 
 6.81292069e+07 -3.08483121e+01  6.81292069e+07 -9.75671169e+01 
 7.35642254e+07 -3.17225234e+01  7.35642254e+07 -1.01810872e+02 
 7.94328235e+07 -3.25665096e+01  7.94328235e+07 -1.05873863e+02 
 8.57695899e+07 -3.33776606e+01  8.57695899e+07 -1.09763946e+02 
 9.26118728e+07 -3.41536270e+01  9.26118728e+07 -1.13489632e+02 
 1.00000000e+08 -3.48923482e+01  1.00000000e+08 -1.17059525e+02 
 1.07977516e+08 -3.55920839e+01  1.07977516e+08 -1.20481855e+02 
 1.16591440e+08 -3.62514487e+01  1.16591440e+08 -1.23764141e+02 
 1.25892541e+08 -3.68694453e+01  1.25892541e+08 -1.26912960e+02 
 1.35935639e+08 -3.74454946e+01  1.35935639e+08 -1.29933833e+02 
 1.46779927e+08 -3.79794557e+01  1.46779927e+08 -1.32831209e+02 
 1.58489319e+08 -3.84716332e+01  1.58489319e+08 -1.35608534e+02 
 1.71132830e+08 -3.89227685e+01  1.71132830e+08 -1.38268392e+02 
 1.84784980e+08 -3.93340143e+01  1.84784980e+08 -1.40812686e+02 
 1.99526231e+08 -3.97068927e+01  1.99526231e+08 -1.43242849e+02 
 2.15443469e+08 -4.00432408e+01  2.15443469e+08 -1.45560059e+02 
 2.32630507e+08 -4.03451459e+01  2.32630507e+08 -1.47765439e+02 
 2.51188643e+08 -4.06148776e+01  2.51188643e+08 -1.49860229e+02 
 2.71227258e+08 -4.08548189e+01  2.71227258e+08 -1.51845918e+02 
 2.92864456e+08 -4.10674020e+01  2.92864456e+08 -1.53724339e+02 
 3.16227766e+08 -4.12550505e+01  3.16227766e+08 -1.55497715e+02 
 3.41454887e+08 -4.14201312e+01  3.41454887e+08 -1.57168671e+02 
 3.68694506e+08 -4.15649154e+01  3.68694506e+08 -1.58740219e+02 
 3.98107171e+08 -4.16915501e+01  3.98107171e+08 -1.60215716e+02 
 4.29866235e+08 -4.18020387e+01  4.29866235e+08 -1.61598808e+02 
 4.64158883e+08 -4.18982292e+01  4.64158883e+08 -1.62893369e+02 
 5.01187234e+08 -4.19818099e+01  5.01187234e+08 -1.64103431e+02 
 5.41169527e+08 -4.20543098e+01  5.41169527e+08 -1.65233127e+02 
 5.84341413e+08 -4.21171032e+01  5.84341413e+08 -1.66286627e+02 
 6.30957344e+08 -4.21714180e+01  6.30957344e+08 -1.67268090e+02 
 6.81292069e+08 -4.22183445e+01  6.81292069e+08 -1.68181617e+02 
 7.35642254e+08 -4.22588466e+01  7.35642254e+08 -1.69031220e+02 
 7.94328235e+08 -4.22937727e+01  7.94328235e+08 -1.69820788e+02 
 8.57695899e+08 -4.23238668e+01  8.57695899e+08 -1.70554068e+02 
 9.26118728e+08 -4.23497793e+01  9.26118728e+08 -1.71234649e+02 
 1.00000000e+09 -4.23720775e+01  1.00000000e+09 -1.71865950e+02 
